PART_NUMBER,QTN_REV_3D,MEAN_SIZE_3D,DRAWING_CODE,ATP,QTN_REV_2D,MEAN_SIZE_2D,QTY_SHEETS,QTY_DIMENSIONS,QTY_VIEWS,QTY_PART_LIST,QTY_TEXT_INFORMATION,LEAD_TIME_1,TRIM_AND_FINISH,LEAD_TO_RELEASE,QTY_ECN_2D
E321007-525,1,72376,IN,D51-0-QTR4,1,70054084,4,20,24,29,437,20,-1,17,2
E321007-527,2,80456,IN,D51-0-CCA2,2,70541443,5,26,29,32,512,20,-1,19,1
E321301-509,1,230266,IN,D51-0-QTR4,1,4442126,1,0,13,335,171,14,-1,13,0
E321313-527,1,58891,IN,D51-0-QTR4,1,3793202,1,1,9,38,162,7,-1,7,0
E321313-529,2,79963,IN,D51-0-CCA2,2,4226325,1,1,14,64,196,23,-1,23,1
E322001-139,1,3572492,SA,D51-0-QTR4,1,67256703,4,0,18,3745,380,27,-1,23,0
E322001-143,2,3209818,SA,D51-0-CCA2,2,61610634,4,0,18,3762,373,232,-1,-194,1
E323001-113,1,75687,KL,D51-0-QTR4,1,13217164,1,3,18,97,152,6,-1,6,0
E331001-139,1,2545367,TA,D51-0-QTR4,1,30065282,3,22,15,2288,291,26,-1,22,0
E331001-143,1,2806470,TA,D51-0-QTR5,1,42104167,3,22,15,2391,291,45,-1,45,0
E331001-145,1,2932751,TA,D51-0-CCA2,1,28591983,3,22,15,2526,294,21,-1,21,0
E331004-547,2,379786,BS,D51-0-QTR4,2,14979547,6,54,33,780,544,20,-1,19,1
E331004-549,1,418826,BS,D51-0-QTR5,1,13230661,6,56,32,793,544,37,-1,36,0
E331004-551,2,358132,BS,D51-0-CCA2,2,16226553,6,55,31,795,545,232,-1,-194,1
E331005-5035,1,1935641,EL,D51-0-QTR4,1,165110473,8,10,46,1124,1286,12,-1,10,0
E331005-5037,1,1949779,EL,D51-0-QTR5,1,167324956,8,13,46,1118,1306,40,-1,39,0
E331005-5039,2,2023296,EL,D51-0-CCA2,2,161085163,8,25,45,1175,1299,232,-1,-207,1
E331006-511,1,214288,IN,D51-0-SIA6,1,17943195,3,0,20,204,388,28,0,456,0
E331006-523,1,286178,IN,D51-0-QTR4,1,24023507,2,0,29,268,368,19,0,19,0
E331006-527,1,261539,IN,D51-0-QTR5,1,16172933,3,0,21,268,410,43,0,42,0
E331006-529,1,274111,IN,D51-0-CCA2,1,21603769,3,0,22,268,415,23,0,23,0
E331007-525,1,71146,IN,D51-0-QTR4,1,63367232,5,20,39,29,522,21,-1,18,2
E331007-527,1,74044,IN,D51-0-QTR5,1,68896231,5,25,33,33,537,44,-1,44,1
E331007-529,2,72298,IN,D51-0-CCA2,2,80841905,4,24,28,29,453,20,-1,20,1
E331010-525,1,55164,IN,D51-0-QTR4,1,2973275,2,0,10,42,207,5,0,5,0
E331301-513,1,215833,IN,D51-0-QTR4,1,3709574,1,0,7,335,179,20,-1,19,0
E331313-531,1,63417,IN,D51-0-QTR5,1,3989376,1,2,9,43,166,45,-1,44,0
E331313-533,3,69133,IN,D51-0-CCA2,3,5498999,1,2,12,47,170,23,-1,23,2
E332001-139,2,2929273,SA,D51-0-QTR4,2,55331560,4,0,18,3722,387,48,-1,-222,1
E332001-143,1,3058831,SA,D51-0-QTR5,1,,,,,3960,,45,-1,44,0
E332001-145,2,2740019,SA,D51-0-CCA2,2,58112064,4,0,18,4104,392,232,-1,-194,1
E333001-115,1,82548,KL,D51-0-QTR4,1,9934326,1,1,9,97,151,19,-1,19,0
E351001-111,1,2353027,TA,D51-0-FIN3,1,39880452,3,16,15,2201,291,37,-1,37,0
E351004-511,1,336386,BS,D51-0-FIN3,1,11747086,6,54,31,692,546,36,-1,36,0
E351005-5013,2,1818054,EL,D51-0-FIN3,2,81695174,8,11,46,1052,1215,30,-1,30,1
E351006-511,1,487133,IN,D51-0-FIN3,1,17401219,3,0,21,212,399,34,0,31,0
E351007-505,2,74841,IN,D51-0-FIN3,2,68767035,5,18,29,29,511,32,-1,30,2
E351313-507,1,84583,IN,D51-0-FIN3,1,5280685,1,6,15,75,217,33,-1,31,0
E352001-111,1,2689408,NM,D51-0-FIN3,1,60788385,4,2,19,3441,400,37,-1,36,0
E361001-103,1,3257272,TA,D51-0-THY1,1,35059544,3,19,15,2890,287,28,-1,27,0
E361001-105,1,2656561,TA,D51-0-VIR2,1,29213608,3,14,15,2520,287,12,-1,12,0
E361004-507,2,771584,BS,D51-0-THY1,2,7730989,3,22,16,1341,327,296,-1,-104,1
E361004-509,1,704305,BS,D51-0-VIR2,1,8170371,3,18,17,1122,328,14,-1,14,0
E361004-613,2,211951,BS,D51-0-THY1,2,15710606,4,34,22,512,405,2,-1,2,1
E361004-615,2,234244,BS,D51-0-THY1,2,7747131,4,22,21,430,395,104,-1,-99,1
E361004-617,3,232391,BS,D51-0-VIR2,3,8939253,4,38,21,493,396,14,-1,14,2
E361004-619,1,163726,BS,D51-0-VIR2,1,6303981,4,18,20,288,392,9,-1,9,0
E361005-5007,2,2956296,EL,D51-0-THY1,2,180113911,8,12,52,1221,1452,104,-1,-111,1
E361005-5009,2,2851250,EL,D51-0-VIR2,2,139976589,8,7,45,1153,1296,20,-1,18,1
E361006-509,2,253118,IN,D51-0-THY1,2,30861784,3,0,29,217,403,15,0,14,1
E361006-511,1,242773,IN,D51-0-VIR2,1,24695181,3,0,19,231,397,10,0,11,0
E361007-505,3,82346,IN,D51-0-THY1,3,84431802,4,29,31,38,492,77,0,77,4
E361007-507,2,71182,IN,D51-0-VIR2,2,68285934,4,19,27,28,474,11,0,8,2
E361010-509,1,49017,IN,D51-0-THY1,1,11237799,2,0,10,26,195,6,0,6,0
E361010-511,1,60722,IN,D51-0-VIR2,1,4386245,1,0,9,38,156,9,0,8,0
E361301-507,1,2622072,IN,D51-0-VIR2,1,8152043,1,0,7,381,193,13,-1,13,0
E361302-509,1,136458,IN,D51-0-VIR2,1,3787133,1,9,8,102,166,22,-1,22,2
E361303-507,1,75888,IN,D51-0-THY1,1,5344626,2,0,16,92,223,84,-1,84,0
E361303-509,1,76209,IN,D51-0-VIR2,1,5271400,2,0,17,92,222,21,-1,21,0
E361313-507,1,70231,IN,D51-0-THY1,1,4100187,1,6,11,63,188,56,-1,57,0
E361313-509,2,72190,IN,D51-0-VIR2,2,5876412,2,6,19,60,259,22,-1,22,1
E362001-103,3,3081056,SA,D51-0-THY1,3,68103929,4,2,19,4490,404,63,-1,63,2
E362001-105,2,2801454,SA,D51-0-VIR2,2,60266150,4,2,19,3715,399,12,-1,12,1
E363001-103,5,92261,KL,D51-0-THY1,5,17595853,1,1,8,150,145,424,-1,-51,8
E363001-105,1,71663,KL,D51-0-VIR2,1,16364008,1,2,10,110,158,22,-1,22,0
E441001-165,2,4060421,TA,D51-0-VIR2,2,39324081,4,25,17,2818,349,25,-1,25,1
E441001-167,1,4244721,TA,D51-0-QTR5,1,43178178,4,22,17,2915,347,50,-1,50,0
E441001-169,1,3614237,TA,D51-0-FIN3,1,43661604,4,22,17,2810,347,32,-1,32,0
E441004-5095,2,366247,BS,D51-0-VIR2,2,13078818,7,57,38,700,665,14,-1,13,1
E441004-5097,1,336647,BS,D51-0-QTR5,1,10763759,7,41,36,697,651,48,-1,48,0
E441004-5099,1,328759,BS,D51-0-FIN3,1,11958857,7,46,37,663,657,32,-1,33,0
E441004-6095,2,358669,BS,D51-0-VIR2,2,11783148,7,55,38,743,663,14,-1,13,1
E441004-6097,1,362854,BS,D51-0-QTR5,1,10100356,7,43,37,741,657,50,-1,50,0
E441004-6099,1,354846,BS,D51-0-FIN3,1,16861315,7,47,37,714,645,30,-1,30,0
E441005-5063,2,3348515,EL,D51-0-VIR2,2,67254551,6,2,34,874,967,25,-1,23,1
E441005-5065,1,3498194,EL,D51-0-QTR5,1,69321888,6,0,37,919,1010,37,-1,35,0
E441005-5067,1,3233502,EL,D51-0-FIN3,1,68585506,6,2,34,867,950,29,-1,28,0
E441005-5069,1,3348618,EL,D51-0-AFR1,1,65866932,6,0,34,852,945,12,-1,11,0
E441005-6063,2,1271514,EL,D51-0-VIR2,2,65707745,6,2,32,864,974,24,-1,24,1
E441005-6065,1,1351833,EL,D51-0-QTR5,1,67028699,6,0,35,906,997,43,-1,37,0
E441005-6067,1,1330658,EL,D51-0-FIN3,1,71947434,6,4,34,874,951,29,-1,29,0
E441005-6069,1,1200929,EL,D51-0-AFR1,1,66180728,6,0,32,820,936,8,-1,7,0
E441006-5013,1,127121,IN,D51-0-VIR2,1,11683260,2,0,15,119,270,14,0,14,0
E441006-6013,1,129820,IN,D51-0-VIR2,1,11063985,2,0,12,120,274,14,0,14,0
E441007-547,1,63142,IN,D51-0-VIR2,1,126816086,5,23,35,40,576,10,0,10,2
E441007-551,1,69026,IN,D51-0-QTR5,1,137468994,5,36,37,52,622,46,-1,46,1
E441007-553,1,80414,IN,D51-0-FIN3,1,125933031,5,23,32,43,575,26,-1,23,1
E441301-513,1,259476,IN,D51-0-QTR4,1,3266527,1,0,8,382,185,31,-1,24,0
E441301-515,1,231484,IN,D51-0-QTR4,1,6559502,1,0,8,382,184,30,-1,23,0
E441313-5001,1,75383,IN,D51-0-VIR2,1,5655178,1,10,15,82,215,14,-1,14,0
E441313-5005,1,54228,IN,D51-0-QTR5,1,4615699,1,8,10,43,180,49,-1,49,0
E441313-5007,1,49132,IN,D51-0-QTR5,1,3971969,1,4,8,40,156,48,-1,48,0
E441313-589,1,75912,IN,D51-0-AFR1,1,4405742,1,8,13,78,186,24,-1,276,0
E441313-599,1,77601,IN,D51-0-VIR2,1,5110304,1,8,13,80,189,14,-1,14,0
E441401-563,1,1727817,SA,D51-0-VIR2,1,31640252,3,2,14,3041,297,25,-1,25,0
E441401-565,1,1924360,SA,D51-0-QTR5,1,30574938,3,0,14,3360,296,49,-1,48,0
E441401-567,1,1774852,SA,D51-0-FIN3,1,29414978,3,0,14,2844,300,32,-1,31,0
E441402-563,1,1741777,SA,D51-0-VIR2,1,31124315,3,2,15,3015,290,25,-1,25,0
E441402-567,1,1843983,SA,D51-0-FIN3,1,31480231,3,0,14,2898,294,32,-1,31,0
E442001-165,2,8648546,SA,D51-0-VIR2,2,44557135,1,0,11,3965,158,126,-1,-115,1
E442001-167,1,8538909,SA,D51-0-QTR5,1,16218188,1,0,10,4432,159,50,-1,49,0
E442001-169,1,8248796,SA,D51-0-FIN3,1,16180594,1,0,10,3927,159,32,-1,31,0
E443001-141,1,288196,EX,D51-0-VIR2,1,20973555,3,0,16,472,303,14,-1,11,0
E451001-167,1,4421476,TA,D51-0-QTR4,1,45486352,4,25,18,2892,358,31,-1,25,0
E451001-169,1,4010033,TA,D51-0-ETH2,1,44762688,4,25,18,2783,357,13,-1,14,0
E451001-177,1,4278571,TA,D51-0-SJX1,1,39531425,4,25,18,2828,360,77,-1,76,0
E451001-179,1,4470341,TA,D51-0-SJX2,1,47147025,4,25,18,2906,362,25,-1,25,0
E451001-181,1,4707083,TA,D51-0-CSC2,1,42873755,4,25,18,3029,362,29,-1,26,0
E451001-183,1,4344480,TA,D51-0-CCA2,1,39214744,4,25,18,2774,362,24,-1,24,0
E451001-185,1,4350810,TA,D51-0-FBU-B,1,40992414,4,25,18,2908,360,48,-1,48,0
E451001-187,2,4102163,TA,D51-0-IBE2,2,39470633,4,24,18,2782,362,22,-1,22,1
E451004-5111,2,352428,BS,D51-0-QTR4,2,15893664,7,47,37,708,660,470,-1,-77,2
E451004-5113,2,353194,BS,D51-0-ETH2,2,14510208,7,49,39,702,666,400,-1,-257,1
E451004-5115,1,348216,BS,D51-0-CSN2,1,12275103,7,49,38,705,663,24,-1,23,0
E451004-5117,2,319464,BS,D51-0-SJX1,2,11204248,7,47,37,683,657,66,-1,66,1
E451004-5121,1,351128,BS,D51-0-FBU-B,1,11367427,7,49,37,718,659,48,-1,48,0
E451004-5123,1,357304,BS,D51-0-CSC2,1,11834400,7,47,37,706,657,25,-1,25,0
E451004-5125,1,327204,BS,D51-0-SJX2,1,12468898,7,47,37,698,657,26,-1,25,0
E451004-5127,1,355613,BS,D51-0-IBE2,1,11969832,7,49,38,682,663,27,-1,27,0
E451004-5129,2,626812,BS,D51-0-CCA2,2,11762906,7,47,37,680,664,232,-1,-193,1
E451004-6111,2,335427,BS,D51-0-QTR4,2,14874422,7,46,37,748,659,34,-1,28,2
E451004-6113,2,339511,BS,D51-0-ETH2,2,12160844,7,48,39,747,662,14,-1,14,1
E451004-6115,1,330155,BS,D51-0-CSN2,1,10020846,7,48,38,743,665,24,-1,23,0
E451004-6117,2,357110,BS,D51-0-SJX1,2,15782313,7,46,37,720,656,159,-1,-88,1
E451004-6121,1,363837,BS,D51-0-FBU-B,1,10502149,7,52,39,761,671,48,-1,48,0
E451004-6123,1,374784,BS,D51-0-CSC2,1,10487559,7,49,38,741,662,25,-1,25,0
E451004-6125,2,363314,BS,D51-0-SJX2,2,11875574,7,49,38,734,663,31,-1,31,1
E451004-6127,1,350515,BS,D51-0-IBE2,1,11355847,7,48,39,719,662,28,-1,28,0
E451004-6129,2,330720,BS,D51-0-CCA2,2,10534817,7,46,37,718,663,232,-1,-193,1
E451005-5067,5,1531096,EL,D51-0-QTR4,5,97321441,6,13,40,1045,1165,12,-1,12,4
E451005-5069,1,1445499,EL,D51-0-ETH2,1,94096752,6,4,39,953,1075,21,-1,21,0
E451005-5071,1,1367522,EL,D51-0-CSN2,1,85253824,6,6,37,902,1009,19,-1,19,0
E451005-5073,3,1383209,EL,D51-0-SJX1,3,81344709,6,2,37,923,1043,42,-1,38,3
E451005-5075,1,1394284,EL,D51-0-FBU-B,1,83317617,6,2,37,929,1035,46,-1,46,0
E451005-5077,1,1494307,EL,D51-0-CSC2,1,88927204,6,6,38,951,1073,21,-1,21,0
E451005-5079,1,1328754,EL,D51-0-IBE2,1,72163150,6,2,34,863,970,47,-1,46,0
E451005-5081,2,1326958,EL,D51-0-CCA2,2,71840831,6,2,34,852,952,232,-1,-203,1
E451005-6067,4,1500788,EL,D51-0-QTR4,4,100366195,6,5,38,1009,1130,12,-1,10,4
E451005-6069,1,1321163,EL,D51-0-ETH2,1,93920588,6,2,34,894,1009,11,-1,11,0
E451005-6071,1,1228204,EL,D51-0-CSN2,1,86632193,6,2,32,832,952,18,-1,17,0
E451005-6073,3,1343713,EL,D51-0-SJX1,3,96130177,6,2,35,892,1016,64,-1,-28,2
E451005-6075,1,1402386,EL,D51-0-FBU-B,1,102725078,6,2,35,897,1016,35,-1,35,0
E451005-6077,1,1325059,EL,D51-0-CSC2,1,73770881,6,4,32,858,972,11,-1,11,0
E451005-6079,1,1216592,EL,D51-0-IBE2,1,82022935,6,2,32,835,952,36,-1,35,0
E451005-6081,2,1252515,EL,D51-0-CCA2,2,97740955,6,2,32,843,949,232,-1,-207,1
E451007-559,2,72225,IN,D51-0-QTR4,2,115997784,6,22,55,43,630,31,-1,23,3
E451007-561,2,72552,IN,D51-0-ETH2,2,147909439,6,20,35,45,642,97,0,-148,4
E451007-563,1,71158,IN,D51-0-CSN2,1,114095437,6,33,40,49,647,18,-1,16,2
E451007-567,2,74509,IN,D51-0-FBU-B,2,124221845,6,25,35,44,612,38,0,38,1
E451007-569,2,81389,IN,D51-0-CSC2,2,115037828,6,30,36,52,622,19,0,19,1
E451007-571,2,80569,IN,D51-0-SJX2,2,142521019,6,32,37,51,639,415,0,-24,1
E451007-573,2,68574,IN,D51-0-IBE2,2,112552903,6,22,32,37,590,17,0,16,1
E451007-575,1,74216,IN,D51-0-CCA2,1,129697275,6,27,36,41,617,16,-1,16,0
E451301-537,1,222578,IN,D51-0-ETH2,1,3993449,1,0,14,382,183,14,-1,14,0
E451301-539,1,234477,IN,D51-0-ETH2,1,6614068,1,0,8,382,194,14,-1,14,0
E451313-5023,1,70974,IN,D51-0-QTR4,1,4637496,1,9,11,65,183,25,-1,22,0
E451313-5025,1,64475,IN,D51-0-QTR4,1,4012948,1,7,10,62,175,25,-1,22,0
E451313-5027,1,80420,IN,D51-0-ETH2,1,8415782,1,11,11,89,183,12,-1,12,0
E451313-5029,1,63609,IN,D51-0-ETH2,1,5133078,1,6,8,68,163,14,-1,14,0
E451313-5031,3,63074,IN,D51-0-SJX1,3,5555453,1,5,11,55,170,159,-1,-143,2
E451313-5035,1,79908,IN,D51-0-FBU-B,1,5000112,1,8,9,94,168,48,-1,47,0
E451313-5037,1,74164,IN,D51-0-FBU-B,1,5390503,1,7,10,93,166,50,-1,50,0
E451313-5039,1,65928,IN,D51-0-CSC2,1,5816725,1,4,13,55,183,22,-1,22,0
E451313-5041,1,87974,IN,D51-0-CSC2,1,7342734,1,8,16,85,205,22,-1,22,0
E451313-5043,1,74396,IN,D51-0-IBE2,1,5977897,1,6,12,80,184,21,-1,20,0
E451313-5045,1,80209,IN,D51-0-IBE2,1,5511306,1,8,13,82,186,35,-1,35,0
E451313-5047,2,66701,IN,D51-0-CCA2,2,3342742,1,7,10,55,172,24,-1,23,1
E451313-5049,2,58206,IN,D51-0-CCA2,2,3443678,1,5,9,52,165,22,-1,22,1
E451401-567,1,1886004,SA,D51-0-QTR4,1,39473659,3,0,15,3278,296,31,-1,25,0
E451401-569,1,1852616,SA,D51-0-ETH2,1,36784736,3,0,15,3105,296,15,-1,18,0
E451401-573,1,1954677,SA,D51-0-CSN2,1,35668930,3,0,15,3297,296,19,-1,19,0
E451401-577,1,1931923,SA,D51-0-SJX1,1,38261583,3,0,15,3124,296,77,-1,76,0
E451401-581,1,2008483,SA,D51-0-FBU-B,1,34930426,3,0,15,3281,297,50,-1,50,0
E451401-583,1,2009387,SA,D51-0-CSC2,1,40168081,3,0,15,3335,295,25,-1,21,0
E451401-585,1,2171051,SA,D51-0-SJX2,1,37900405,3,0,15,3224,296,26,-1,388,0
E451401-587,1,1730358,SA,D51-0-IBE2,1,33500621,3,0,15,2938,297,38,-1,38,0
E451401-589,2,2011734,SA,D51-0-CCA2,2,36273717,3,0,15,3076,297,25,-1,25,1
E451402-567,1,1875981,SA,D51-0-QTR4,1,38178829,3,0,15,3232,303,31,-1,25,0
E451402-569,1,1788210,SA,D51-0-ETH2,1,38202271,3,0,15,3025,305,15,-1,14,0
E451402-573,1,1859149,SA,D51-0-CSN2,1,36279116,3,0,15,3152,303,20,-1,20,0
E451402-577,1,1875045,SA,D51-0-SJX1,1,36332489,3,0,15,3031,305,77,-1,76,0
E451402-581,1,1955960,SA,D51-0-FBU-B,1,37334940,3,0,15,3205,305,50,-1,50,0
E451402-583,1,2131711,SA,D51-0-CSC2,1,38745413,3,0,15,3281,304,25,-1,21,0
E451402-585,1,1936309,SA,D51-0-SJX2,1,38513174,3,0,15,3090,305,26,-1,25,0
E451402-587,1,1818951,SA,D51-0-IBE2,1,36056780,3,0,15,2835,299,38,-1,38,0
E451402-589,2,1992419,SA,D51-0-CCA2,2,35644629,3,0,15,3005,301,25,-1,25,1
E452001-167,3,4064009,SA,D51-0-QTR4,3,46548415,1,0,11,4220,158,31,-1,25,2
E452001-169,1,3891129,SA,D51-0-ETH2,1,35736501,1,0,11,3983,156,14,-1,13,0
E452001-177,4,3785997,SA,D51-0-SJX1,4,42056381,1,0,11,4037,159,77,-1,76,3
E452001-179,2,4366433,SA,D51-0-SJX2,2,44957756,1,0,11,4160,163,25,-1,25,1
E452001-181,1,4591078,SA,D51-0-CSC2,1,46482339,1,0,11,4449,160,29,-1,26,0
E452001-183,2,4405397,SA,D51-0-CCA2,2,44702103,1,0,11,3933,159,25,-1,24,1
E452001-185,1,4419689,SA,D51-0-FBU-B,1,45465612,1,0,11,4216,159,45,-1,45,0
E452001-187,1,3940279,SA,D51-0-IBE2,1,37716735,1,0,11,3921,156,22,-1,22,0
E453001-139,1,315228,KL,D51-0-QTR4,1,32680010,3,0,29,470,337,33,-1,27,0
E453001-141,1,310145,KL,D51-0-FBU-B,1,29592295,3,0,21,468,346,45,-1,45,0
E453001-143,1,285999,SC,D51-0-IBE2,1,17330644,3,0,20,466,348,4,-1,4,0
E471001-209,1,2215796,TA,D51-0-CSC2,1,25745448,3,16,14,2131,293,37,-1,37,0
E471001-211,1,1718297,TA,D51-0-FIN3,1,28051229,3,16,14,1943,291,31,-1,29,0
E471001-213,1,2198401,TA,D51-0-CCA2,1,26960306,3,16,14,1974,293,38,-1,39,0
E471001-215,1,2270511,TA,D51-0-FBU-B,1,27064436,3,16,14,2050,291,61,-1,61,0
E471004-5053,1,291106,BS,D51-0-CSN2,1,10921170,6,41,32,527,587,15,-1,15,0
E471004-5057,2,310252,BS,D51-0-FIN3,2,11007369,6,44,33,512,571,289,-1,-46,1
E471004-5059,1,308627,BS,D51-0-FBU-B,1,10234778,6,41,32,540,566,60,-1,60,0
E471004-5063,1,308922,BS,D51-0-CSC2,1,10084988,6,41,32,536,570,34,-1,34,0
E471004-5065,2,284328,BS,D51-0-CCA2,2,9760166,6,41,32,511,568,232,-1,-197,1
E471005-5095,1,1300794,EL,D51-0-CSN2,1,130994483,8,2,41,697,1103,27,-1,26,0
E471005-5097,1,1295713,EL,D51-0-FIN3,1,129868730,8,2,41,695,1109,25,-1,25,0
E471005-5099,2,1376999,EL,D51-0-FBU-B,2,130422608,8,4,43,751,1152,37,-1,37,1
E471005-5101,1,1319368,EL,D51-0-CSC2,1,141817856,8,2,42,710,1129,17,-1,17,0
E471005-5103,2,1329889,EL,D51-0-CCA2,2,136883921,8,2,42,710,1108,232,-1,-232,1
E471007-577,2,68307,IN,D51-0-CSN2,2,46246089,4,22,24,27,462,223,-1,-320,3
E471007-581,2,70870,IN,D51-0-FBU-B,2,62831910,4,17,24,25,425,50,0,50,1
E471007-583,2,79259,IN,D51-0-CSC2,2,86263722,4,22,23,29,440,30,0,30,1
E471007-585,1,75236,IN,D51-0-CCA2,1,80883786,4,24,26,28,453,23,-1,23,0
E471010-521,1,65120,IN,D51-0-CCA2,1,1577348,1,0,8,36,118,3,0,3,0
E471301-517,1,271774,IN,D51-0-CSN2,1,5984938,1,0,8,347,183,15,-1,15,0
E471313-579,1,111421,IN,D51-0-FIN3,1,3604226,1,7,14,55,204,30,-1,28,0
E471313-581,1,119740,IN,D51-0-FBU-B,1,3716048,1,13,10,80,182,57,-1,56,0
E471313-583,1,115620,IN,D51-0-CSC2,1,4142080,1,7,15,55,207,29,-1,29,0
E471313-585,2,115283,IN,D51-0-CCA2,2,4131942,1,7,15,55,208,24,-1,24,1
E472001-203,1,2155886,SA,D51-0-CSN2,1,60168952,4,2,19,3146,394,14,-1,14,0
E472001-209,1,2375662,SA,D51-0-CSC2,1,62064236,4,2,19,3205,392,37,-1,37,0
E472001-211,1,2022302,SA,D51-0-FIN3,1,60907030,4,2,19,2742,390,31,-1,29,0
E472001-213,2,2468742,SA,D51-0-CCA2,2,65638127,4,2,19,2995,392,38,-1,39,1
E472001-215,1,2372428,SA,D51-0-FBU-B,1,64633263,4,1,19,3136,392,61,-1,60,0
E481001-179,1,2239889,TA,D51-0-THY1,1,27401314,3,17,15,2172,291,26,-1,26,0
E481001-181,1,2097090,TA,D51-0-CSN2,1,26840711,3,14,15,2078,288,17,-1,14,0
E481001-183,1,0,TA,D51-0-FIN3,1,0,3,14,15,,295,32,-1,32,0
E481001-185,1,2214342,TA,D51-0-FBU-B,1,27813566,3,14,15,2063,295,36,-1,36,0
E481001-187,1,2235439,TA,D51-0-CSC2,1,26754576,3,14,15,2163,299,35,-1,35,0
E481001-189,1,2292462,TA,D51-0-CCA2,1,26389095,3,14,15,1988,299,35,-1,35,0
E481004-5041,2,512184,BS,D51-0-THY1,2,11332747,7,41,34,612,618,120,-1,-176,2
E481004-5043,1,463635,BS,D51-0-CSN2,1,9822643,7,41,34,536,629,15,-1,14,0
E481004-5059,2,480867,BS,D51-0-FIN3,2,14721562,7,44,35,514,639,289,-1,-46,1
E481004-5061,1,473008,BS,D51-0-FBU-B,1,9728500,7,41,34,542,635,56,-1,56,0
E481004-5065,1,506267,BS,D51-0-CSC2,1,9857043,7,41,34,543,636,34,-1,34,0
E481004-5067,2,487389,BS,D51-0-CCA2,2,10155684,6,42,32,513,575,232,-1,-196,1
E481005-5075,2,1978292,EL,D51-0-THY1,2,105186699,8,4,45,840,1200,485,-1,-116,1
E481005-5077,1,1829878,EL,D51-0-CSN2,1,95670700,8,2,41,736,1092,25,-1,25,0
E481005-5079,1,1803239,EL,D51-0-FIN3,1,103684604,8,2,41,733,1100,30,-1,30,0
E481005-5081,2,1914011,EL,D51-0-FBU-B,2,99187112,8,4,43,794,1161,48,-1,48,1
E481005-5083,1,1832746,EL,D51-0-CSC2,1,108913874,8,2,42,751,1124,18,-1,18,0
E481005-5085,2,1862076,EL,D51-0-CCA2,2,110957912,8,2,42,755,1121,232,-1,-230,1
E481006-517,1,235302,PB,D51-0-FIN3,1,13228412,2,0,13,188,307,24,0,24,0
E481007-559,3,71265,IN,D51-0-THY1,3,112341026,4,22,25,30,433,119,0,-37,5
E481007-561,2,66700,IN,D51-0-CSN2,2,64480326,4,20,24,25,450,15,-1,15,3
E481007-563,2,65935,IN,D51-0-FIN3,2,63741256,4,16,23,25,454,184,-1,-290,2
E481007-565,2,70232,IN,D51-0-FBU-B,2,63171440,4,17,25,25,425,59,0,57,1
E481007-567,2,70683,IN,D51-0-CSC2,2,82551437,4,22,23,29,439,257,0,-203,1
E481007-569,1,69430,IN,D51-0-CCA2,1,81643767,4,20,27,28,448,24,-1,24,0
E481010-519,1,59313,IN,D51-0-CCA2,1,1463786,1,0,8,36,118,3,0,3,0
E481301-515,1,230216,SA,D51-0-CSN2,1,6631643,1,0,10,347,172,15,-1,15,0
E481313-575,1,80294,IN,D51-0-THY1,1,5000021,1,7,13,72,195,25,-1,25,0
E481313-577,1,72386,IN,D51-0-FIN3,1,5056424,2,5,17,55,252,31,-1,28,0
E481313-579,1,85681,IN,D51-0-FBU-B,1,3654441,1,10,11,80,180,59,-1,57,0
E481313-581,1,75565,IN,D51-0-CSC2,1,4171322,1,7,15,55,207,25,-1,25,0
E481313-583,2,80841,IN,D51-0-CCA2,2,4188521,1,7,15,55,210,232,-1,-200,1
E482001-179,3,2280427,SA,D51-0-THY1,3,55558610,4,0,19,3510,382,,-1,-47,2
E482001-183,1,1951040,SA,D51-0-FIN3,1,55854809,4,1,20,2809,396,32,-1,31,0
E482001-185,1,2301438,SA,D51-0-FBU-B,1,55812104,4,1,19,3158,387,57,-1,57,0
E482001-187,1,2207567,SA,D51-0-CSC2,1,63446185,4,1,20,3289,395,30,-1,30,0
E482001-189,2,2192970,SA,D51-0-CCA2,2,63525277,4,1,20,3052,398,232,-1,-193,1
E521001-133,1,2609992,TA,D51-0-SJX1,1,23373543,3,21,16,2385,309,73,-1,73,0
E521001-135,1,2718240,TA,D51-0-SJX2,1,25020873,3,23,16,2466,308,43,-1,42,0
E521001-137,1,2678531,TA,D51-0-FBU-B,1,24610459,3,23,16,2457,308,56,-1,56,0
E521001-139,1,2666186,TA,D51-0-FWI2,1,24104917,3,23,16,2407,306,23,-1,23,0
E521001-141,1,2831761,TA,D51-0-CCA2,1,26690642,3,21,16,2382,308,55,-1,55,0
E521001-143,2,2471291,TA,D51-0-IBE2,2,24228314,3,21,16,2398,308,39,-1,38,1
E521004-535,2,448189,BS,D51-0-CSN2,2,14889515,7,57,44,877,688,309,-1,-389,1
E521004-537,2,510483,BS,D51-0-VIR2,2,17198665,7,55,43,1018,688,272,-1,-404,1
E521004-541,3,436679,BS,D51-0-SJX1,3,14946928,7,54,40,853,655,266,-1,-106,2
E521004-543,1,477847,BS,D51-0-FWI2,1,15696479,7,55,40,931,664,26,-1,25,0
E521004-545,1,480212,BS,D51-0-FBU-B,1,17077836,7,56,41,930,660,56,-1,55,0
