PART_NUMBER,QTN_REV_3D,MEAN_SIZE_3D,DRAWING_CODE,ATP,QTN_REV_2D,MEAN_SIZE_2D,QTY_SHEETS,QTY_DIMENSIONS,QTY_VIEWS,QTY_PART_LIST,QTY_TEXT_INFORMATION,LEAD_TIME_1,TRIM_AND_FINISH,LEAD_TO_RELEASE,QTY_ECN_2D
E241001-135,1,2619648,TA,D51-0-ETH2,1,40692437,3,20,15,2261,306,15,-1,14,0
E241001-137,1,3010695,TA,D51-0-FIN3,1,43183427,3,24,15,2299,303,34,-1,34,0
E241004-557,1,826522,BS,D51-0-ETH2,1,15474070,7,53,39,884,647,16,-1,15,0
E241004-559,2,830192,BS,D51-0-FIN3,2,18600016,7,53,38,917,642,289,-1,-39,2
E241005-5031,1,3501987,EL,D51-0-ETH2,1,140449595,8,20,44,1104,1224,15,-1,13,0
E241005-5033,2,3476032,EL,D51-0-FIN3,2,145749391,8,20,45,1125,1230,32,-1,31,1
E241006-507,1,209414,IN,D51-0-FIN3,1,21543575,3,0,21,209,391,30,0,27,0
E241007-529,1,53167,IN,D51-0-ETH2,1,68122294,4,16,23,26,444,89,0,-724,2
E241007-531,1,48916,IN,D51-0-FIN3,1,77158370,5,18,28,26,524,29,-1,28,1
E241301-519,1,246439,IN,D51-0-ETH2,1,3287382,2,0,11,361,278,16,-1,16,0
E241313-531,1,58138,IN,D51-0-ETH2,1,5382549,1,6,10,41,171,17,-1,17,0
E241313-533,1,49033,IN,D51-0-FIN3,1,4635201,1,1,9,26,159,31,-1,30,0
E242001-135,1,2737627,SA,D51-0-ETH2,1,60065509,4,6,19,3628,394,15,-1,14,0
E242001-137,1,3020457,SA,D51-0-FIN3,1,69498030,4,1,19,3836,401,34,-1,34,0
E251001-145,1,2517088,TA,D51-0-ETH2,1,44197108,3,25,15,2292,300,16,-1,15,0
E251001-149,1,2608896,TA,D51-0-VIR2,1,42956669,3,20,15,2415,300,18,-1,18,0
E251001-151,1,2569409,TA,D51-0-FIN3,1,49849347,3,19,15,2289,300,33,-1,30,0
E251001-153,2,2492855,TA,D51-0-FBU-B,2,43559718,3,19,15,2327,299,52,-1,52,1
E251004-571,2,487904,BS,D51-0-CSN2,2,18853925,7,52,40,968,650,23,-1,23,1
E251004-573,1,510015,BS,D51-0-VIR2,1,24278972,7,54,41,907,652,15,-1,14,0
E251004-575,2,492760,BS,D51-0-FIN3,2,17781403,7,53,39,934,647,289,-1,-39,2
E251004-583,2,465489,BS,D51-0-FBU-B,2,18543575,7,52,40,965,644,99,-1,-225,1
E251004-585,1,497069,BS,D51-0-IBE2,1,19297694,7,55,40,966,655,32,-1,-520,1
E251005-5037,1,2074898,EL,D51-0-ETH2,1,136442676,8,23,44,1132,1274,15,-1,14,0
E251005-5039,1,1936197,EL,D51-0-CSN2,1,121169108,8,21,42,1099,1213,20,-1,20,0
E251005-5041,2,1959770,EL,D51-0-VIR2,2,133367877,8,33,44,1339,1305,119,-1,-14,1
E251005-5043,2,2073225,EL,D51-0-FIN3,2,133978603,8,23,45,1180,1273,34,-1,33,1
E251005-5045,2,2096736,EL,D51-0-FBU-B,2,140541740,8,23,45,1193,1281,69,-1,68,1
E251005-5049,1,1972548,EL,D51-0-IBE2,1,126472985,8,22,44,1143,1250,26,-1,26,0
E251006-509,1,209911,IN,D51-0-VIR2,1,20464035,3,0,20,209,391,14,0,15,0
E251007-539,1,63163,IN,D51-0-ETH2,1,145688901,4,18,39,29,449,89,0,-724,3
E251007-541,2,66560,IN,D51-0-CSN2,2,75299352,4,22,28,29,479,21,-1,21,3
E251007-543,2,64307,IN,D51-0-VIR2,2,60238972,4,17,24,24,451,19,0,19,3
E251007-545,1,69599,IN,D51-0-FIN3,1,61358510,4,19,25,26,458,29,-1,29,1
E251007-553,2,70746,IN,D51-0-FBU-B,2,,,,,28,,49,0,48,1
E251007-555,2,67176,IN,D51-0-IBE2,2,74812641,4,20,25,27,436,27,0,24,1
E251301-517,1,240401,IN,D51-0-ETH2,1,3110962,1,0,11,361,228,13,-1,14,0
E251303-507,1,56158,IN,D51-0-FBU-B,1,7627252,2,0,16,70,239,54,-1,54,0
E251313-539,1,67280,IN,D51-0-ETH2,1,4809718,1,6,10,43,170,14,-1,14,0
E251313-543,1,49086,IN,D51-0-FIN3,1,5166113,1,2,9,26,160,29,-1,29,0
E251313-545,2,72192,IN,D51-0-FBU-B,2,4372699,1,7,11,56,178,53,-1,52,1
E251313-547,2,79539,IN,D51-0-IBE2,2,7106262,1,8,16,72,203,27,-1,27,1
E252001-145,1,2611857,SA,D51-0-ETH2,1,64942822,4,6,19,3727,381,16,-1,15,0
E252001-147,2,2513904,SA,D51-0-CSN2,2,72913353,4,6,19,3921,381,24,-1,24,1
E252001-149,1,2667397,SA,D51-0-VIR2,1,66117811,4,6,19,4116,380,19,-1,19,0
E252001-151,1,2788634,SA,D51-0-FIN3,1,64205392,4,6,19,3842,380,33,-1,30,0
E252001-153,2,2861165,SA,D51-0-FBU-B,2,50226434,4,6,18,3854,370,52,-1,52,1
E252001-161,2,2639639,SA,D51-0-IBE2,2,51481269,4,6,18,3727,373,42,-1,41,1
E253001-115,1,54627,KL,D51-0-IBE2,1,7008542,2,0,12,79,211,7,-1,7,0
E261001-105,1,2890605,TA,D51-0-QTR4,1,34790744,3,18,13,2468,303,27,-1,22,0
E261001-107,1,2618917,TA,D51-0-QTR5,1,32010427,3,21,13,2474,303,47,-1,47,0
E261004-511,1,438556,BS,D51-0-QTR4,1,9890375,4,15,18,1130,414,28,-1,22,0
E261004-513,1,471580,BS,D51-0-QTR5,1,8405405,4,16,19,1285,422,48,-1,46,0
E261004-611,3,168938,BS,D51-0-QTR4,3,11267453,3,13,18,280,359,28,-1,22,3
E261004-613,1,263913,BS,D51-0-QTR4,1,12545985,4,25,24,563,425,28,-1,22,0
E261004-615,1,298205,BS,D51-0-QTR5,1,11499419,4,25,23,712,420,46,-1,47,0
E261004-617,1,176906,BS,D51-0-QTR5,1,8085589,3,11,18,287,360,46,-1,46,0
E261005-5003,2,1756862,EL,D51-0-QTR4,2,154711585,8,17,47,1461,1357,10,-1,10,1
E261005-5005,1,1571971,EL,D51-0-QTR5,1,137597148,8,18,45,1330,1250,44,-1,42,0
E261006-503,1,209191,IN,D51-0-QTR4,1,14809716,3,0,19,212,390,30,0,343,0
E261006-505,1,210747,IN,D51-0-QTR5,1,15823819,3,0,18,209,399,42,0,41,0
E261007-505,1,60091,IN,D51-0-QTR4,1,61925199,4,17,23,24,427,23,-1,15,2
E261007-507,1,61455,IN,D51-0-QTR5,1,69607995,4,22,25,28,439,41,-1,39,1
E261301-507,1,296469,IN,D51-0-QTR4,1,4274370,1,0,10,373,220,30,-1,22,0
E261303-507,1,71517,IN,D51-0-QTR5,1,6448035,2,0,13,80,226,42,-1,38,0
E261313-507,2,70353,IN,D51-0-QTR4,2,7154902,1,5,9,61,178,444,-1,-412,1
E261313-509,2,65733,IN,D51-0-QTR5,2,8139398,1,8,9,47,174,34,-1,32,1
E262001-105,2,3256783,SA,D51-0-QTR4,2,71634037,4,6,19,4263,391,27,-1,22,1
E262001-107,1,3307540,SA,D51-0-QTR5,1,66356833,4,6,19,4348,388,47,-1,47,0
E271001-111,1,2924578,TA,D51-0-QTR4,1,35692321,3,11,13,2286,279,21,-1,22,0
E271001-113,1,905998,TA,D51-0-QTR5,1,41334546,3,20,14,270,282,45,-1,45,0
E271004-523,1,536032,BS,D51-0-QTR4,1,10118087,4,18,18,1264,397,21,-1,15,0
E271004-525,1,556408,BS,D51-0-QTR5,1,9311262,4,18,20,1282,420,43,-1,43,0
E271004-631,1,424974,BS,D51-0-QTR4,1,15685428,4,25,26,679,431,30,-1,24,0
E271004-633,2,168054,BS,D51-0-QTR4,2,10369086,4,11,21,269,393,30,-1,24,2
E271004-635,1,178718,BS,D51-0-QTR5,1,5714859,4,10,19,287,391,43,-1,43,0
E271004-637,1,382437,BS,D51-0-QTR5,1,11920193,4,25,24,710,423,43,-1,43,0
E271005-5011,2,1959217,EL,D51-0-QTR4,2,131477776,8,8,48,1377,1390,13,-1,12,1
E271005-5013,1,1804162,EL,D51-0-QTR5,1,121316342,8,7,45,1250,1274,46,-1,46,0
E271006-503,1,229670,IN,D51-0-QTR4,1,7478383,3,0,15,211,383,27,0,342,0
E271006-505,1,226362,IN,D51-0-QTR5,1,9451159,3,0,15,207,382,45,0,45,0
E271007-513,1,71046,IN,D51-0-QTR4,1,89546391,4,19,25,27,442,19,-1,12,1
E271007-515,1,70007,IN,D51-0-QTR5,1,70856209,4,22,25,28,460,43,-1,43,1
E271301-517,1,300574,IN,D51-0-QTR4,1,2818460,1,0,7,373,211,30,-1,22,0
E271303-515,1,72392,IN,D51-0-QTR5,1,3549825,2,0,10,80,203,38,-1,33,0
E271313-515,2,64998,IN,D51-0-QTR4,2,7335016,1,5,9,50,178,444,-1,-411,1
E271313-517,2,61728,IN,D51-0-QTR5,2,8815450,1,8,9,47,171,43,-1,43,1
E272001-111,1,3083778,SA,D51-0-QTR4,1,66642028,4,7,20,3894,379,21,-1,16,0
E272001-113,1,3128877,SA,D51-0-QTR5,1,60187235,4,2,20,4114,379,45,-1,45,0
E281001-253,1,2766459,TA,D51-0-QTR4,1,31602425,3,20,15,2274,290,26,-1,22,0
E281001-259,1,2656199,TA,D51-0-THY1,1,27119205,3,19,15,2487,290,11,-1,11,0
E281001-261,1,2208798,TA,D51-0-ETH2,1,27135593,3,19,15,2204,290,17,-1,17,1
E281001-263,1,2438190,TA,D51-0-CSN2,1,27530305,3,19,15,2293,290,14,-1,11,0
E281001-267,1,2397107,TA,D51-0-VIR2,1,26014462,3,19,15,2218,290,24,-1,24,0
E281001-269,1,2319279,TA,D51-0-VIR2,1,27510825,3,19,15,2111,290,23,-1,23,0
E281001-273,1,2769520,TA,D51-0-QTR5,1,46256366,3,20,15,2361,297,40,-1,40,0
E281001-275,1,2655769,TA,D51-0-SJX1,1,24493852,3,19,15,2358,290,76,-1,75,0
E281001-277,1,2290558,TA,D51-0-SJX1,1,24930836,3,19,15,2203,290,76,-1,76,0
E281001-281,1,2256583,TA,D51-0-FIN3,1,27143345,3,19,15,2171,290,32,-1,32,0
E281001-283,1,2523544,TA,D51-0-FBU-B,1,27182250,3,19,15,2366,295,45,-1,45,0
E281001-287,1,2668647,TA,D51-0-CSC2,1,30051734,3,19,15,2396,290,59,-1,59,0
E281001-289,1,2586498,TA,D51-0-SJX2,1,26072050,3,19,15,2360,290,29,-1,28,0
E281001-291,1,2352502,TA,D51-0-SJX2,1,29674137,3,19,16,2289,309,23,-1,22,0
E281004-5117,1,391760,BS,D51-0-THY1,1,15642038,6,56,33,835,554,11,-1,11,1
E281004-5119,1,460326,BS,D51-0-QTR4,1,15359180,6,54,33,862,567,19,-1,19,0
E281004-5121,2,381433,BS,D51-0-ETH2,2,13878699,6,53,32,746,565,14,-1,238,2
E281004-5123,1,382246,BS,D51-0-CSN2,1,11658029,6,58,33,774,563,13,-1,11,0
E281004-5125,1,393420,BS,D51-0-VIR2,1,14744574,6,55,32,746,566,23,-1,23,0
E281004-5127,1,367164,BS,D51-0-VIR2,1,13842241,6,54,33,762,552,18,-1,18,0
E281004-5129,1,399899,BS,D51-0-SJX1,1,13126581,6,56,31,776,548,34,-1,34,0
E281004-5131,3,394602,BS,D51-0-SJX1,3,13821347,6,54,32,748,547,273,-1,-143,2
E281004-5133,1,488615,BS,D51-0-QTR5,1,16907733,6,56,32,867,546,39,-1,38,0
E281004-5135,1,372403,BS,D51-0-FIN3,1,15484712,6,55,33,748,561,32,-1,29,0
E281004-5139,2,457638,BS,D51-0-CSC2,2,15707439,6,52,32,763,552,43,-1,43,1
E281004-5141,1,381567,BS,D51-0-CSC2,1,16310322,6,54,32,843,557,46,-1,46,0
E281004-5143,1,385728,BS,D51-0-SJX2,1,13756204,6,54,31,776,545,41,-1,40,0
E281005-5131,1,3111537,EL,D51-0-THY1,1,143883126,8,19,47,1121,1340,27,-1,24,0
E281005-5133,1,3072329,EL,D51-0-QTR4,1,152873998,8,14,49,1102,1345,20,-1,18,0
E281005-5135,1,2956930,EL,D51-0-ETH2,1,127807089,8,12,43,1014,1207,11,-1,11,0
E281005-5137,1,2793583,EL,D51-0-CSN2,1,121714372,8,13,43,975,1182,26,-1,26,0
E281005-5139,3,2852001,EL,D51-0-SJX1,3,115915349,8,8,43,976,1200,64,-1,-19,2
E281005-5141,1,2895482,EL,D51-0-VIR2,1,116333856,8,8,44,985,1211,15,-1,15,0
E281005-5143,2,2933993,EL,D51-0-SJX1,2,119363366,8,11,44,1034,1263,27,-1,24,1
E281005-5145,1,3021252,EL,D51-0-QTR5,1,148147698,8,14,47,1071,1309,46,-1,45,0
E281005-5147,1,2984731,EL,D51-0-FIN3,1,115629366,8,17,44,1018,1226,19,-1,19,0
E281005-5149,1,2905356,EL,D51-0-FBU-B,1,,,,,1050,,62,-1,62,0
E281005-5151,1,2980141,EL,D51-0-CSC2,1,,,,,1027,,23,-1,24,0
E281005-5153,1,3149682,EL,D51-0-CSC2,1,138287973,8,16,47,1114,1335,19,-1,20,0
E281005-5155,1,2718381,EL,D51-0-AFR1,1,,,,,946,,14,-1,13,0
E281006-559,1,206810,IN,D51-0-ETH2,1,15527396,3,0,30,200,381,19,0,20,0
E281006-561,1,324452,IN,D51-0-VIR2,1,18920138,2,0,16,295,353,27,0,27,0
E281006-563,1,231984,IN,D51-0-VIR2,1,20153163,3,0,18,200,395,23,0,23,0
E281006-567,1,296027,IN,D51-0-SJX1,1,18090675,2,0,16,295,351,28,0,28,0
E281006-569,1,493813,IN,D51-0-SJX1,1,21312720,3,0,18,200,396,23,0,23,0
E281006-571,1,503208,IN,D51-0-QTR5,1,21251442,3,0,19,208,386,39,0,41,0
E281006-573,1,274583,IN,D51-0-FIN3,1,22554604,3,0,21,257,418,33,0,160,0
E281006-575,1,288483,IN,D51-0-FBU-B,1,,,,,294,,44,0,44,0
E281006-577,2,251389,IN,D51-0-CSC2,2,22068160,3,0,21,257,417,43,0,43,1
E281007-5023,4,61378,IN,D51-0-THY1,4,66548382,4,25,27,33,469,119,0,-37,5
E281007-5025,2,70270,IN,D51-0-QTR4,2,68007663,4,20,24,29,459,19,-1,19,3
E281007-5029,2,56026,IN,D51-0-CSN2,2,65302687,4,21,29,28,450,14,-1,11,3
E281007-5031,2,316574,IN,D51-0-VIR2,2,60916564,4,19,27,27,443,20,0,19,3
E281007-5033,2,50395,IN,D51-0-VIR2,2,60004401,4,19,27,27,472,144,0,-272,3
E281007-5035,2,52983,IN,D51-0-SJX1,2,66859353,4,23,27,30,482,78,0,77,2
E281007-5037,2,56417,IN,D51-0-SJX1,2,68300575,4,25,29,33,496,403,0,-299,2
E281007-5039,1,73910,IN,D51-0-QTR5,1,87168714,4,25,27,33,485,37,-1,37,1
E281007-5043,2,54951,IN,D51-0-FBU-B,2,56268283,4,19,26,28,447,45,0,45,1
E281007-5045,3,86132,IN,D51-0-CSC2,3,89763788,5,26,30,33,517,42,0,42,2
E281313-5031,2,73218,IN,D51-0-THY1,2,5077662,1,8,14,64,196,12,-1,12,1
E281313-5033,1,74581,IN,D51-0-QTR4,1,3079948,1,5,19,50,188,18,-1,18,0
E281313-5035,1,74979,IN,D51-0-CSN2,1,3467152,1,6,11,61,182,14,-1,11,0
E281313-5037,1,68831,IN,D51-0-VIR2,1,4101480,1,2,10,51,169,23,-1,76,0
E281313-5039,1,71804,IN,D51-0-VIR2,1,4525533,1,6,17,55,192,17,-1,17,0
E281313-5041,2,68410,IN,D51-0-SJX1,2,4966776,1,7,13,46,186,220,-1,-147,1
E281313-5043,5,68205,IN,D51-0-SJX1,5,4380379,1,5,17,44,194,273,-1,-147,4
E281313-5045,1,77101,IN,D51-0-FIN3,1,27034853,2,5,18,60,263,29,-1,29,0
E281313-5047,1,67747,IN,D51-0-FBU-B,1,5620097,1,7,11,55,174,44,-1,44,0
E281313-5049,1,55096,IN,D51-0-ETH2,1,3281442,1,6,12,32,180,18,-1,4,0
E281313-5051,1,70391,IN,D51-0-CSC2,1,3405681,1,5,12,49,183,42,-1,42,0
E282001-253,1,2582923,SA,D51-0-QTR4,1,74465266,4,2,18,3764,371,26,-1,22,0
E282001-261,2,2273137,SA,D51-0-ETH2,2,50947562,4,1,18,3358,380,17,-1,17,1
E282001-263,1,2453544,SA,D51-0-CSN2,1,56726798,4,1,18,3561,382,14,-1,11,0
E282001-267,1,2447253,SA,D51-0-VIR2,1,53837520,4,1,18,3456,381,24,-1,24,0
E282001-269,1,2286627,SA,D51-0-VIR2,1,54817265,4,1,18,3315,379,23,-1,23,0
E282001-273,1,2801420,SA,D51-0-QTR5,1,83311519,4,1,18,3927,377,40,-1,40,0
E282001-275,2,2486901,SA,D51-0-SJX1,2,52332999,4,1,18,3724,385,76,-1,75,1
E282001-277,2,2566496,SA,D51-0-SJX1,2,51818603,4,1,18,3463,381,273,-1,-100,1
E282001-281,1,2365427,SA,D51-0-FIN3,1,53463600,4,1,18,3309,380,33,-1,32,0
E282001-283,1,2567926,SA,D51-0-FBU-B,1,53591774,4,1,18,3738,383,45,-1,45,0
E282001-285,1,0,SA,D51-0-CSC2,1,0,,,,,,47,-1,44,0
E282001-287,1,2825225,SA,D51-0-CSC2,1,61304006,4,1,18,3802,382,59,-1,59,0
E282001-289,1,2738024,SA,D51-0-SJX2,1,57504893,4,1,18,3728,383,29,-1,28,0
E282001-291,1,0,SA,D51-0-SJX2,1,0,4,1,18,,387,23,-1,22,0
E283001-141,1,69475,KL,D51-0-CSC2,1,17102955,2,0,12,101,234,47,-1,44,0
E291001-255,1,2336538,TA,D51-0-QTR4,1,27818893,3,21,15,2274,291,25,-1,23,0
E291001-261,1,3324071,TA,D51-0-THY1,1,25657880,3,19,15,2466,285,10,-1,10,0
E291001-263,1,2530584,TA,D51-0-THY1,1,27766478,3,17,15,2487,288,12,-1,12,0
E291001-265,1,2463156,TA,D51-0-ETH2,1,24643633,3,19,15,2211,285,13,-1,233,1
E291001-269,1,2625587,TA,D51-0-VIR2,1,25183293,3,19,15,2199,285,20,-1,19,0
E291001-271,1,2385114,TA,D51-0-VIR2,1,25587406,3,15,15,2171,285,18,-1,18,0
E291001-277,1,2636811,TA,D51-0-QTR5,1,26299417,3,19,14,2360,288,39,-1,39,0
E291001-279,1,2800262,TA,D51-0-SJX1,1,35510005,3,19,15,2349,290,76,-1,75,0
E291001-283,1,2360925,TA,D51-0-CSC2,1,26045184,3,19,15,2516,287,34,-1,34,0
E291001-285,1,2147956,TA,D51-0-FIN3,1,27676795,3,18,15,2177,294,33,-1,33,0
E291001-287,1,2529292,TA,D51-0-CSC2,1,28981173,3,18,15,2396,296,48,-1,48,0
E291001-291,1,2754957,TA,D51-0-FBU-B,1,26878453,3,19,15,2306,291,23,-1,23,0
E291001-293,1,2827790,TA,D51-0-FBU-B,1,28565322,3,19,15,2284,285,34,-1,34,0
E291001-295,1,2796055,TA,D51-0-SJX2,1,25706661,3,18,15,2351,294,30,-1,30,0
E291004-5135,1,355755,BS,D51-0-THY1,1,18313661,6,54,33,833,560,10,-1,10,1
E291004-5137,1,395408,BS,D51-0-THY1,1,17802978,6,55,34,839,574,12,-1,12,1
E291004-5139,1,466896,BS,D51-0-QTR4,1,17061659,6,57,34,861,577,25,-1,23,0
E291004-5141,2,374451,BS,D51-0-ETH2,2,14616150,6,52,32,745,557,16,-1,240,2
E291004-5143,1,335614,BS,D51-0-VIR2,1,14533188,6,54,32,754,559,19,-1,17,0
E291004-5145,4,318857,BS,D51-0-VIR2,4,13659031,6,56,34,669,563,17,-1,18,3
E291004-5147,1,384583,BS,D51-0-SJX1,1,13123862,6,51,31,777,553,29,-1,28,0
E291004-5151,1,468898,BS,D51-0-QTR5,1,19476097,6,57,32,867,549,39,-1,38,0
E291004-5157,1,390353,BS,D51-0-FIN3,1,16299411,6,56,33,746,562,32,-1,32,0
E291004-5159,1,354003,BS,D51-0-FBU-B,1,12173875,6,49,31,761,551,48,-1,48,0
E291004-5161,2,389092,BS,D51-0-FBU-B,2,13574404,6,54,32,770,558,36,-1,36,1
E291004-5163,1,402296,BS,D51-0-CSC2,1,14074072,6,55,32,845,571,37,-1,37,0
E291004-5165,1,359298,BS,D51-0-CSC2,1,17723172,6,53,32,766,553,49,-1,49,0
E291004-5167,1,372626,BS,D51-0-SJX2,1,13962375,6,54,31,775,554,41,-1,40,0
E291005-5137,1,3516949,EL,D51-0-THY1,1,124941254,8,10,43,1044,1236,29,-1,28,0
E291005-5139,1,3729576,EL,D51-0-THY1,1,132251016,8,21,47,1127,1348,25,-1,22,0
E291005-5141,1,3652910,EL,D51-0-QTR4,1,149891999,8,11,49,1107,1337,14,-1,12,0
E291005-5143,1,3477310,EL,D51-0-ETH2,1,121337552,8,12,43,998,1218,15,-1,13,0
E291005-5145,1,3481650,EL,D51-0-VIR2,1,111508969,8,8,43,989,1202,21,-1,19,0
E291005-5147,1,3777442,EL,D51-0-VIR2,1,114573913,8,4,42,970,1158,18,-1,18,0
E291005-5149,2,3995663,EL,D51-0-SJX1,2,114187162,8,11,44,1038,1272,31,-1,28,1
E291005-5153,1,3597384,EL,D51-0-QTR5,1,136734964,8,11,47,1072,1307,35,-1,34,0
E291005-5155,1,3911704,EL,D51-0-FIN3,1,120785952,8,19,44,1023,1241,22,-1,6,0
E291005-5157,1,3315230,EL,D51-0-FBU-B,1,,,,,1003,,62,-1,62,0
E291005-5159,1,3606847,EL,D51-0-FBU-B,1,130370955,8,28,45,1084,1273,64,-1,64,0
E291005-5161,2,3945008,EL,D51-0-CSC2,2,124116235,8,12,44,1034,1244,18,-1,18,1
E291005-5163,1,0,EL,D51-0-CSC2,1,0,,,,,,15,-1,14,0
E291006-559,1,221394,IN,D51-0-FWI2,1,21088501,4,0,21,200,436,41,0,631,0
E291006-565,1,206577,IN,D51-0-ETH2,1,16267029,3,0,30,200,381,19,0,20,0
E291006-567,1,272608,IN,D51-0-VIR2,1,19067951,2,0,17,269,353,16,0,15,0
E291006-569,1,278180,IN,D51-0-VIR2,1,20507444,2,0,16,282,355,15,0,15,0
E291006-573,1,253618,IN,D51-0-QTR5,1,23179547,2,0,16,208,338,36,0,37,0
E291006-575,1,285781,IN,D51-0-SJX1,1,20276008,3,0,22,296,432,76,0,75,0
E291006-577,1,279123,IN,D51-0-FIN3,1,20954892,2,0,15,257,328,31,0,158,0
E291006-579,1,302147,IN,D51-0-FBU-B,1,22765209,2,0,15,283,351,44,0,44,0
E291006-581,1,216524,IN,D51-0-FBU-B,1,24772960,3,0,19,200,380,37,0,37,0
E291006-583,1,222078,IN,D51-0-CSC2,1,20189745,3,0,20,200,391,22,0,22,0
E291006-585,1,288028,IN,D51-0-CSC2,1,24207952,2,0,17,257,355,48,0,48,0
E291007-5019,3,78337,IN,D51-0-THY1,3,64041396,4,29,31,36,471,119,0,-36,4
E291007-5021,4,79448,IN,D51-0-THY1,4,64604580,4,24,27,33,465,119,0,-36,5
E291007-5023,1,70509,IN,D51-0-QTR4,1,74708058,4,20,38,29,456,24,-1,21,2
E291007-5025,1,70517,IN,D51-0-ETH2,1,68910696,4,15,23,27,438,12,0,12,2
E291007-5027,2,71513,IN,D51-0-VIR2,2,68028257,4,19,25,27,442,13,0,11,3
E291007-5029,2,69900,IN,D51-0-VIR2,2,64918199,4,19,26,27,447,16,0,15,3
E291007-5031,2,78137,IN,D51-0-SJX1,2,66640870,4,23,27,30,482,403,0,-299,2
E291007-5033,1,76199,IN,D51-0-QTR5,1,90653942,4,25,39,33,470,36,-1,35,1
E291007-5035,1,70932,IN,D51-0-FIN3,1,64331602,4,17,26,26,464,509,-1,28,1
E291007-5037,2,70912,IN,D51-0-FBU-B,2,,,,,28,,35,0,35,1
E291007-5039,2,82739,IN,D51-0-FBU-B,2,60222050,4,19,25,28,430,14,0,14,1
E291007-5041,2,80964,IN,D51-0-CSC2,2,69775745,4,26,27,33,460,28,0,28,1
E291007-5043,3,81662,IN,D51-0-CSC2,3,65831784,4,26,27,33,452,44,0,44,2
E291007-5045,2,0,IN,D51-0-SJX2,2,0,,,,,,415,0,-27,1
E291010-541,1,0,IN,D51-0-FBU-B,1,0,,,,,,41,0,39,0
E291010-543,1,0,IN,D51-0-SJX1,1,0,,,,,,7,0,4,0
E291301-515,1,210317,IN,D51-0-QTR4,1,6547182,1,0,13,323,170,20,-1,20,0
E291313-5033,2,73671,IN,D51-0-THY1,2,4926513,1,8,14,64,193,12,-1,12,1
E291313-5035,1,0,IN,D51-0-THY1,1,0,,,,,,11,-1,11,0
E291313-5037,1,0,IN,D51-0-QTR4,1,0,,,,,,25,-1,23,0
E291313-5039,1,73431,IN,D51-0-VIR2,1,5208992,1,6,19,55,195,9,-1,68,0
E291313-5041,2,0,IN,D51-0-VIR2,2,0,,,,,,15,-1,15,1
E291313-5043,2,0,IN,D51-0-SJX1,2,0,,,,,,27,-1,24,1
E291313-5045,1,0,IN,D51-0-FIN3,1,0,,,,,,31,-1,31,0
E291313-5047,1,0,IN,D51-0-FBU-B,1,0,,,,,,44,-1,44,0
E291313-5049,1,0,IN,D51-0-ETH2,1,0,,,,,,18,-1,4,0
E291313-5051,1,0,IN,D51-0-FBU-B,1,0,,,,,,37,-1,37,0
E291313-5053,1,0,IN,D51-0-CSC2,1,0,,,,,,32,-1,32,0
E292001-255,1,2641844,SA,D51-0-QTR4,1,0,,,,3762,,25,-1,23,0
E292001-261,3,2740564,SA,D51-0-THY1,3,57430525,4,2,19,4100,379,10,-1,10,2
E292001-263,3,2639534,SA,D51-0-THY1,3,61928936,4,2,19,4089,379,,-1,-46,2
E292001-265,2,2100909,SA,D51-0-ETH2,2,51561696,4,2,19,3383,376,13,-1,233,1
E292001-269,1,2278053,SA,D51-0-VIR2,1,57361566,4,2,19,3439,375,18,-1,18,0
E292001-271,1,2119696,SA,D51-0-VIR2,1,53849588,4,2,19,3322,375,18,-1,18,0
E292001-277,1,2685561,SA,D51-0-QTR5,1,57875228,4,2,18,3926,387,39,-1,39,0
E292001-279,3,2660968,SA,D51-0-SJX1,3,58956533,4,2,19,3722,379,226,-1,-174,2
E292001-283,1,2779741,SA,D51-0-CSC2,1,59864996,4,7,19,4077,387,34,-1,34,0
E292001-285,1,2346301,SA,D51-0-FIN3,1,55293935,4,1,18,3315,388,33,-1,32,0
E292001-287,1,2712098,SA,D51-0-CSC2,1,60830284,4,6,19,3811,384,48,-1,48,0
E292001-291,1,2538707,SA,D51-0-FBU-B,1,57325221,4,2,19,3662,384,37,-1,37,0
E292001-293,1,2358450,SA,D51-0-FBU-B,1,56001923,4,2,18,3661,376,34,-1,34,0
E292001-295,1,2642865,SA,D51-0-SJX2,1,59113314,4,1,19,3724,387,30,-1,29,0
E293001-145,1,77487,KL,D51-0-CSC2,1,10180117,2,0,13,105,235,32,-1,32,0
E321001-139,1,2538306,TA,D51-0-QTR4,1,27125304,3,19,15,2296,287,27,-1,23,0
E321001-143,1,2720495,TA,D51-0-CCA2,1,29801629,3,15,15,2320,287,30,-1,31,0
E321004-543,1,367207,BS,D51-0-QTR4,1,15876276,6,54,33,780,549,21,-1,21,0
E321004-545,2,332339,BS,D51-0-CCA2,2,12462553,6,50,32,713,547,232,-1,-194,1
E321005-5037,1,3110951,EL,D51-0-QTR4,1,141057162,8,10,46,1107,1313,20,-1,18,0
E321005-5039,2,2953370,EL,D51-0-CCA2,2,116386414,8,4,42,1037,1202,30,-1,30,1
E321006-515,1,212710,IN,D51-0-SIA6,1,21120338,3,0,20,204,385,27,0,455,0
E321006-519,1,548109,IN,D51-0-QTR4,1,26112096,3,0,33,270,402,15,0,15,0
E321006-523,1,543561,IN,D51-0-CCA2,1,18716078,3,0,21,199,397,28,0,28,0
